Label,Assay ID,Condition ID,"K2HPO4
(mM)","KH2PO4
(mM)","Na2HPO4
(mM)","Glucose
(mM)","(NH4)2SO4
(mM)","NH4Cl
(mM)","Alanine
(mM)","Arginine/HCl
(mM)","Asparagine/H2O
(mM)","AsparticAcid
(mM)","Cystine/HCl/H2O
(mM)","GlutamicAcid/HCl
(mM)","Glutamine
(mM)","Glycine
(mM)","Histidine/HCl/H2O
(mM)","Isoleucine
(mM)","Leucine
(mM)","Lysine/HCl
(mM)","Methionine
(mM)","Phenylalanine
(mM)","Proline
(mM)","Serine
(mM)","Threonine
(mM)","Tryptophan
(mM)","Tyrosine
(mM)","Valine
(mM)","KCl
(mM)","NaCl
(mM)","MgSO4/7H2O
(mM)","MgCl2/6H2O
(mM)","CaCl2/2H2O
(mM)","CaSO4/2H2O
(mM)","Na3C6H5O7/2H2O
(mM)","Na2S2O3/5H2O
(mM)","FeSO4/7H2O
(mM)","CuSO4/5H2O
(mM)","Na2MoO4/2H2O
(mM)","ZuSO4/7H2O
(mM)","Thiamine/HCl
(mM)","Pyridoxine
(mM)","FolicAcid
(mM)","Riboflavin
(mM)","H3BO3
(mM)","AminobenzoicAcid
(mM)"
Curve07493,Round04_1505,Cond00500,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07494,Round04_1506,Cond00500,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07495,Round04_1507,Cond00500,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07496,Round04_1508,Cond00500,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07497,Round04_1509,Cond00500,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07498,Round04_1510,Cond00500,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07499,Round04_1511,Cond00500,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07500,Round04_1512,Cond00500,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07501,Round04_1513,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07502,Round04_1514,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07503,Round04_1515,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07504,Round04_1516,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07505,Round04_1517,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07506,Round04_1518,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07507,Round04_1519,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07508,Round04_1520,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07509,Round04_1521,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07510,Round04_1522,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07511,Round04_1523,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07512,Round04_1524,Cond00501,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.002,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07513,Round04_1525,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07514,Round04_1526,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07515,Round04_1527,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07516,Round04_1528,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07517,Round04_1529,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07518,Round04_1530,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07519,Round04_1531,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07520,Round04_1532,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07521,Round04_1533,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07522,Round04_1534,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07523,Round04_1535,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07524,Round04_1536,Cond00007,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07525,Round04_1537,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07526,Round04_1538,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07527,Round04_1539,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07528,Round04_1540,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07529,Round04_1541,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07530,Round04_1542,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07531,Round04_1543,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07532,Round04_1544,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07533,Round04_1545,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07534,Round04_1546,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07535,Round04_1547,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07536,Round04_1548,Cond00502,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.2,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07537,Round04_1549,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07538,Round04_1550,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07539,Round04_1551,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07540,Round04_1552,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07541,Round04_1553,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07542,Round04_1554,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07543,Round04_1555,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07544,Round04_1556,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07545,Round04_1557,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07546,Round04_1558,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07547,Round04_1559,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07548,Round04_1560,Cond00503,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,2.0,0.2,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07549,Round04_1561,Cond00504,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07550,Round04_1562,Cond00504,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07551,Round04_1563,Cond00504,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07552,Round04_1564,Cond00504,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07553,Round04_1565,Cond00504,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07554,Round04_1566,Cond00504,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07555,Round04_1567,Cond00504,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07556,Round04_1568,Cond00504,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07557,Round04_1569,Cond00504,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
Curve07558,Round04_1570,Cond00504,61.5,11.0,42.3,2.0,1.0,1.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.1,0.1,0.1,0.01,0.005,0.02,0.5,0.0005,1e-05,0.001,0.0001,0.001,0.002,5e-05,0.0005,0.008,0.001
