ENSP,ENSG
ENSP00000225696,ENSG00000108559
ENSP00000458954,ENSG00000108559
ENSP00000459370,ENSG00000108559
ENSP00000459979,ENSG00000108559
ENSP00000461334,ENSG00000108559
ENSP00000515034,ENSG00000108559
ENSP00000515035,ENSG00000108559
ENSP00000515036,ENSG00000108559
ENSP00000515037,ENSG00000108559
ENSP00000515038,ENSG00000108559
ENSP00000515039,ENSG00000108559
ENSP00000515040,ENSG00000108559
ENSP00000515041,ENSG00000108559
ENSP00000515042,ENSG00000108559
ENSP00000515043,ENSG00000108559
ENSP00000515044,ENSG00000108559
ENSP00000515045,ENSG00000108559
ENSP00000515046,ENSG00000108559
ENSP00000515047,ENSG00000108559
ENSP00000515048,ENSG00000108559
ENSP00000515049,ENSG00000108559
ENSP00000515050,ENSG00000108559
ENSP00000515051,ENSG00000108559
ENSP00000515052,ENSG00000108559
ENSP00000515053,ENSG00000108559
ENSP00000236709,ENSG00000118017
ENSP00000327453,ENSG00000066813
ENSP00000390378,ENSG00000066813
ENSP00000454247,ENSG00000066813
ENSP00000454887,ENSG00000066813
ENSP00000454995,ENSG00000066813
ENSP00000455137,ENSG00000066813
ENSP00000455190,ENSG00000066813
ENSP00000455658,ENSG00000066813
ENSP00000456369,ENSG00000066813
ENSP00000456378,ENSG00000066813
ENSP00000457377,ENSG00000066813
ENSP00000478316,ENSG00000066813
ENSP00000261892,ENSG00000074621
ENSP00000341837,ENSG00000074621
ENSP00000381991,ENSG00000074621
ENSP00000439190,ENSG00000074621
ENSP00000439693,ENSG00000074621
ENSP00000445163,ENSG00000074621
ENSP00000445577,ENSG00000074621
ENSP00000216185,ENSG00000100348
ENSP00000385393,ENSG00000100348
ENSP00000409407,ENSG00000100348
ENSP00000469160,ENSG00000100348
ENSP00000429497,ENSG00000253710
ENSP00000430236,ENSG00000253710
ENSP00000481922,ENSG00000253710
ENSP00000497184,ENSG00000253710
ENSP00000497398,ENSG00000253710
ENSP00000497459,ENSG00000253710
ENSP00000505034,ENSG00000253710
ENSP00000505163,ENSG00000253710
ENSP00000505307,ENSG00000253710
ENSP00000505560,ENSG00000253710
ENSP00000505579,ENSG00000253710
ENSP00000353512,ENSG00000138496
ENSP00000417664,ENSG00000138496
ENSP00000418894,ENSG00000138496
ENSP00000419001,ENSG00000138496
ENSP00000419506,ENSG00000138496
ENSP00000419626,ENSG00000138496
ENSP00000507390,ENSG00000138496
ENSP00000308685,ENSG00000173175
ENSP00000417789,ENSG00000173175
ENSP00000418537,ENSG00000173175
ENSP00000419361,ENSG00000173175
ENSP00000420082,ENSG00000173175
ENSP00000420252,ENSG00000173175
ENSP00000514539,ENSG00000173175
ENSP00000514540,ENSG00000173175
ENSP00000514541,ENSG00000173175
ENSP00000514542,ENSG00000173175
ENSP00000514543,ENSG00000173175
ENSP00000342609,ENSG00000177076
ENSP00000322457,ENSG00000181788
ENSP00000417619,ENSG00000181788
ENSP00000341083,ENSG00000159899
ENSP00000399204,ENSG00000159899
ENSP00000402902,ENSG00000159899
ENSP00000508973,ENSG00000159899
ENSP00000509440,ENSG00000159899
ENSP00000509549,ENSG00000159899
ENSP00000509651,ENSG00000159899
ENSP00000509654,ENSG00000159899
ENSP00000509698,ENSG00000159899
ENSP00000509964,ENSG00000159899
ENSP00000510161,ENSG00000159899
ENSP00000510244,ENSG00000159899
ENSP00000510432,ENSG00000159899
ENSP00000349496,ENSG00000144843
ENSP00000417430,ENSG00000144843
ENSP00000417528,ENSG00000144843
ENSP00000419703,ENSG00000144843
ENSP00000420200,ENSG00000144843
ENSP00000272286,ENSG00000143921
ENSP00000495423,ENSG00000143921
ENSP00000237612,ENSG00000118777
ENSP00000426916,ENSG00000118777
ENSP00000426917,ENSG00000118777
ENSP00000426934,ENSG00000118777
ENSP00000498246,ENSG00000118777
ENSP00000222214,ENSG00000105607
ENSP00000465618,ENSG00000105607
ENSP00000465770,ENSG00000105607
ENSP00000466845,ENSG00000105607
ENSP00000467735,ENSG00000105607
ENSP00000468125,ENSG00000105607
ENSP00000468452,ENSG00000105607
ENSP00000468584,ENSG00000105607
ENSP00000468625,ENSG00000105607
ENSP00000519358,ENSG00000105607
ENSP00000519359,ENSG00000105607
ENSP00000519360,ENSG00000105607
ENSP00000519361,ENSG00000105607
ENSP00000519362,ENSG00000105607
ENSP00000519363,ENSG00000105607
ENSP00000519364,ENSG00000105607
ENSP00000519365,ENSG00000105607
ENSP00000519366,ENSG00000105607
ENSP00000275016,ENSG00000146233
ENSP00000477769,ENSG00000146233
ENSP00000260598,ENSG00000138030
ENSP00000260599,ENSG00000138030
ENSP00000404741,ENSG00000138030
ENSP00000220419,ENSG00000104055
ENSP00000220420,ENSG00000104055
ENSP00000335247,ENSG00000214530
ENSP00000438357,ENSG00000214530
ENSP00000438792,ENSG00000214530
ENSP00000438924,ENSG00000214530
ENSP00000440016,ENSG00000214530
ENSP00000440302,ENSG00000214530
ENSP00000440924,ENSG00000214530
ENSP00000441589,ENSG00000214530
ENSP00000442414,ENSG00000214530
ENSP00000443523,ENSG00000214530
ENSP00000443548,ENSG00000214530
ENSP00000443597,ENSG00000214530
ENSP00000444027,ENSG00000214530
ENSP00000445657,ENSG00000214530
ENSP00000445708,ENSG00000214530
ENSP00000445886,ENSG00000214530
ENSP00000265276,ENSG00000119927
ENSP00000358433,ENSG00000119927
ENSP00000206446,ENSG00000092009
ENSP00000250378,ENSG00000092009
ENSP00000293756,ENSG00000161896
ENSP00000398861,ENSG00000161896
ENSP00000489479,ENSG00000161896
ENSP00000280969,ENSG00000038274
ENSP00000325425,ENSG00000038274
ENSP00000397371,ENSG00000038274
ENSP00000428046,ENSG00000038274
ENSP00000431071,ENSG00000038274
ENSP00000511605,ENSG00000038274
ENSP00000511606,ENSG00000038274
ENSP00000511607,ENSG00000038274
ENSP00000511608,ENSG00000038274
ENSP00000511609,ENSG00000038274
ENSP00000511610,ENSG00000038274
ENSP00000511611,ENSG00000038274
ENSP00000511614,ENSG00000038274
ENSP00000511615,ENSG00000038274
ENSP00000511616,ENSG00000038274
ENSP00000511652,ENSG00000038274
ENSP00000511653,ENSG00000038274
ENSP00000511654,ENSG00000038274
ENSP00000511655,ENSG00000038274
ENSP00000511656,ENSG00000038274
ENSP00000511961,ENSG00000038274
ENSP00000342656,ENSG00000151348
ENSP00000351509,ENSG00000151348
ENSP00000379032,ENSG00000151348
ENSP00000431173,ENSG00000151348
ENSP00000506803,ENSG00000151348
ENSP00000507234,ENSG00000151348
ENSP00000507580,ENSG00000151348
ENSP00000507677,ENSG00000151348
ENSP00000507915,ENSG00000151348
ENSP00000507922,ENSG00000151348
ENSP00000508226,ENSG00000151348
ENSP00000508332,ENSG00000151348
ENSP00000508361,ENSG00000151348
ENSP00000209668,ENSG00000187758
ENSP00000292591,ENSG00000161013
ENSP00000338487,ENSG00000161013
ENSP00000427995,ENSG00000161013
ENSP00000428764,ENSG00000161013
ENSP00000428906,ENSG00000161013
ENSP00000428960,ENSG00000161013
ENSP00000430376,ENSG00000161013
ENSP00000430721,ENSG00000161013
ENSP00000430723,ENSG00000161013
ENSP00000430964,ENSG00000161013
ENSP00000431093,ENSG00000161013
ENSP00000491083,ENSG00000161013
ENSP00000491235,ENSG00000161013
ENSP00000491478,ENSG00000161013
ENSP00000491759,ENSG00000161013
ENSP00000491766,ENSG00000161013
ENSP00000491809,ENSG00000161013
ENSP00000491885,ENSG00000161013
ENSP00000491898,ENSG00000161013
ENSP00000492124,ENSG00000161013
ENSP00000492331,ENSG00000161013
ENSP00000492708,ENSG00000161013
ENSP00000493831,ENSG00000213920
ENSP00000494235,ENSG00000213920
ENSP00000288087,ENSG00000213920
ENSP00000380045,ENSG00000213920
ENSP00000362525,ENSG00000244122
ENSP00000420181,ENSG00000244122
ENSP00000383698,ENSG00000197241
ENSP00000286794,ENSG00000156269
ENSP00000422022,ENSG00000156269
ENSP00000477615,ENSG00000197249
ENSP00000479923,ENSG00000197249
ENSP00000480231,ENSG00000197249
ENSP00000485908,ENSG00000197249
ENSP00000486067,ENSG00000197249
ENSP00000486117,ENSG00000197249
ENSP00000486302,ENSG00000197249
ENSP00000486467,ENSG00000197249
ENSP00000486654,ENSG00000197249
ENSP00000486935,ENSG00000197249
ENSP00000486957,ENSG00000197249
ENSP00000487269,ENSG00000197249
ENSP00000487293,ENSG00000197249
ENSP00000487579,ENSG00000197249
ENSP00000348068,ENSG00000197249
ENSP00000376802,ENSG00000197249
ENSP00000376803,ENSG00000197249
ENSP00000385960,ENSG00000197249
ENSP00000386094,ENSG00000197249
ENSP00000390299,ENSG00000197249
ENSP00000408474,ENSG00000197249
ENSP00000416066,ENSG00000197249
ENSP00000416354,ENSG00000197249
ENSP00000450561,ENSG00000197249
ENSP00000451098,ENSG00000197249
ENSP00000451525,ENSG00000197249
ENSP00000451826,ENSG00000197249
ENSP00000452169,ENSG00000197249
ENSP00000452452,ENSG00000197249
ENSP00000452480,ENSG00000197249
ENSP00000490054,ENSG00000197249
ENSP00000262096,ENSG00000104219
ENSP00000430317,ENSG00000104219
ENSP00000430804,ENSG00000104219
ENSP00000349903,ENSG00000159082
ENSP00000371931,ENSG00000159082
ENSP00000371939,ENSG00000159082
ENSP00000387868,ENSG00000159082
ENSP00000388869,ENSG00000159082
ENSP00000409667,ENSG00000159082
ENSP00000412707,ENSG00000159082
ENSP00000413649,ENSG00000159082
ENSP00000487560,ENSG00000159082
ENSP00000501426,ENSG00000159082
ENSP00000501504,ENSG00000159082
ENSP00000501530,ENSG00000159082
ENSP00000381968,ENSG00000172296
ENSP00000389749,ENSG00000172296
ENSP00000409125,ENSG00000172296
ENSP00000409760,ENSG00000172296
ENSP00000354610,ENSG00000240038
ENSP00000391423,ENSG00000240038
ENSP00000401627,ENSG00000240038
ENSP00000433347,ENSG00000240038
ENSP00000507176,ENSG00000240038
ENSP00000247655,ENSG00000127184
ENSP00000422012,ENSG00000127184
ENSP00000425759,ENSG00000127184
ENSP00000350387,ENSG00000068001
ENSP00000378571,ENSG00000068001
ENSP00000398714,ENSG00000068001
ENSP00000399677,ENSG00000068001
ENSP00000401853,ENSG00000068001
ENSP00000405855,ENSG00000068001
ENSP00000406657,ENSG00000068001
ENSP00000409642,ENSG00000068001
ENSP00000414656,ENSG00000068001
ENSP00000334451,ENSG00000184470
ENSP00000383362,ENSG00000184470
ENSP00000383363,ENSG00000184470
ENSP00000383365,ENSG00000184470
ENSP00000383369,ENSG00000184470
ENSP00000485128,ENSG00000184470
ENSP00000485290,ENSG00000184470
ENSP00000485466,ENSG00000184470
ENSP00000485499,ENSG00000184470
ENSP00000485543,ENSG00000184470
ENSP00000485603,ENSG00000184470
ENSP00000485665,ENSG00000184470
ENSP00000489208,ENSG00000184470
ENSP00000380178,ENSG00000132388
ENSP00000458253,ENSG00000132388
ENSP00000459485,ENSG00000132388
ENSP00000459691,ENSG00000132388
ENSP00000459847,ENSG00000132388
ENSP00000467502,ENSG00000132388
ENSP00000317027,ENSG00000176928
ENSP00000498836,ENSG00000176928
ENSP00000262370,ENSG00000102858
ENSP00000382487,ENSG00000102858
ENSP00000393311,ENSG00000102858
ENSP00000443810,ENSG00000102858
ENSP00000464811,ENSG00000102858
ENSP00000465249,ENSG00000102858
ENSP00000465860,ENSG00000102858
ENSP00000467414,ENSG00000102858
ENSP00000468171,ENSG00000102858
ENSP00000468819,ENSG00000102858
ENSP00000442563,ENSG00000256525
ENSP00000462071,ENSG00000256525
ENSP00000464389,ENSG00000256525
ENSP00000500198,ENSG00000256525
ENSP00000500690,ENSG00000256525
ENSP00000316202,ENSG00000007216
ENSP00000392411,ENSG00000007216
ENSP00000463421,ENSG00000007216
ENSP00000464074,ENSG00000007216
ENSP00000326227,ENSG00000214013
ENSP00000399557,ENSG00000214013
ENSP00000454449,ENSG00000214013
ENSP00000454578,ENSG00000214013
ENSP00000454747,ENSG00000214013
ENSP00000454816,ENSG00000214013
ENSP00000455872,ENSG00000214013
ENSP00000456360,ENSG00000214013
ENSP00000369050,ENSG00000140465
ENSP00000378488,ENSG00000140465
ENSP00000378489,ENSG00000140465
ENSP00000455051,ENSG00000140465
ENSP00000455340,ENSG00000140465
ENSP00000455846,ENSG00000140465
ENSP00000456585,ENSG00000140465
ENSP00000457668,ENSG00000140465
ENSP00000482863,ENSG00000140465
ENSP00000303500,ENSG00000171759
ENSP00000446658,ENSG00000171759
ENSP00000447620,ENSG00000171759
ENSP00000448059,ENSG00000171759
ENSP00000489016,ENSG00000171759
ENSP00000489230,ENSG00000171759
ENSP00000360687,ENSG00000107317
ENSP00000392633,ENSG00000107317
ENSP00000392692,ENSG00000107317
ENSP00000397468,ENSG00000107317
ENSP00000491730,ENSG00000107317
ENSP00000284971,ENSG00000154723
ENSP00000382959,ENSG00000154723
ENSP00000382962,ENSG00000154723
ENSP00000382965,ENSG00000154723
ENSP00000382966,ENSG00000154723
ENSP00000382971,ENSG00000154723
ENSP00000389649,ENSG00000154723
ENSP00000361062,ENSG00000107789
ENSP00000361064,ENSG00000107789
ENSP00000437823,ENSG00000107789
ENSP00000495060,ENSG00000079459
ENSP00000496723,ENSG00000079459
ENSP00000518475,ENSG00000079459
ENSP00000518476,ENSG00000079459
ENSP00000518477,ENSG00000079459
ENSP00000518478,ENSG00000079459
ENSP00000518479,ENSG00000079459
ENSP00000518480,ENSG00000079459
ENSP00000518481,ENSG00000079459
ENSP00000518482,ENSG00000079459
ENSP00000518483,ENSG00000079459
ENSP00000518484,ENSG00000079459
ENSP00000518485,ENSG00000079459
ENSP00000518486,ENSG00000079459
ENSP00000518487,ENSG00000079459
ENSP00000220584,ENSG00000079459
ENSP00000390367,ENSG00000079459
ENSP00000431649,ENSG00000079459
ENSP00000431749,ENSG00000079459
ENSP00000431852,ENSG00000079459
ENSP00000432331,ENSG00000079459
ENSP00000432551,ENSG00000079459
ENSP00000433985,ENSG00000079459
ENSP00000434714,ENSG00000079459
ENSP00000434770,ENSG00000079459
ENSP00000435900,ENSG00000079459
ENSP00000481481,ENSG00000079459
ENSP00000484122,ENSG00000079459
ENSP00000491537,ENSG00000079459
ENSP00000518529,ENSG00000079459
ENSP00000294309,ENSG00000162341
ENSP00000445551,ENSG00000162341
ENSP00000489759,ENSG00000162341
ENSP00000490171,ENSG00000162341
ENSP00000490341,ENSG00000162341
ENSP00000286063,ENSG00000128655
ENSP00000351232,ENSG00000128655
ENSP00000374333,ENSG00000128655
ENSP00000386539,ENSG00000128655
ENSP00000389777,ENSG00000128655
ENSP00000406922,ENSG00000128655
ENSP00000416884,ENSG00000128655
ENSP00000399023,ENSG00000213722
ENSP00000403154,ENSG00000213722
ENSP00000405005,ENSG00000213722
ENSP00000406990,ENSG00000213722
ENSP00000408148,ENSG00000213722
ENSP00000414967,ENSG00000213722
ENSP00000364943,ENSG00000213722
ENSP00000364945,ENSG00000213722
ENSP00000364949,ENSG00000213722
ENSP00000395759,ENSG00000213722
ENSP00000397466,ENSG00000213722
ENSP00000413164,ENSG00000213722
ENSP00000391632,ENSG00000213722
ENSP00000405515,ENSG00000213722
ENSP00000409450,ENSG00000213722
ENSP00000412800,ENSG00000213722
ENSP00000415005,ENSG00000213722
ENSP00000416785,ENSG00000213722
ENSP00000387943,ENSG00000213722
ENSP00000391833,ENSG00000213722
ENSP00000395372,ENSG00000213722
ENSP00000408572,ENSG00000213722
ENSP00000412327,ENSG00000213722
ENSP00000414074,ENSG00000213722
ENSP00000399357,ENSG00000213722
ENSP00000404342,ENSG00000213722
ENSP00000404851,ENSG00000213722
ENSP00000408699,ENSG00000213722
ENSP00000411554,ENSG00000213722
ENSP00000416012,ENSG00000213722
ENSP00000389552,ENSG00000213722
ENSP00000390549,ENSG00000213722
ENSP00000394578,ENSG00000213722
ENSP00000402594,ENSG00000213722
ENSP00000409396,ENSG00000213722
ENSP00000410144,ENSG00000213722
ENSP00000372901,ENSG00000213722
ENSP00000382935,ENSG00000213722
ENSP00000382936,ENSG00000213722
ENSP00000388456,ENSG00000213722
ENSP00000393967,ENSG00000213722
ENSP00000402854,ENSG00000213722
ENSP00000271854,ENSG00000143552
ENSP00000357541,ENSG00000143552
ENSP00000357547,ENSG00000143552
ENSP00000379133,ENSG00000149089
ENSP00000474191,ENSG00000149089
ENSP00000362463,ENSG00000124767
ENSP00000337450,ENSG00000160870
ENSP00000358896,ENSG00000214435
ENSP00000307859,ENSG00000110628
ENSP00000369948,ENSG00000110628
ENSP00000392072,ENSG00000110628
ENSP00000433019,ENSG00000110628
ENSP00000497561,ENSG00000110628
ENSP00000479357,ENSG00000110628
ENSP00000480848,ENSG00000110628
ENSP00000482330,ENSG00000110628
ENSP00000488029,ENSG00000110628
ENSP00000488483,ENSG00000110628
ENSP00000370128,ENSG00000139514
ENSP00000390092,ENSG00000139514
ENSP00000337131,ENSG00000158578
ENSP00000379501,ENSG00000158578
ENSP00000407204,ENSG00000158578
ENSP00000495662,ENSG00000158578
ENSP00000495713,ENSG00000158578
ENSP00000495814,ENSG00000158578
ENSP00000496725,ENSG00000158578
ENSP00000497236,ENSG00000158578
ENSP00000301149,ENSG00000167588
ENSP00000446768,ENSG00000167588
ENSP00000448244,ENSG00000167588
ENSP00000301634,ENSG00000167900
ENSP00000467121,ENSG00000167900
ENSP00000468278,ENSG00000167900
ENSP00000468425,ENSG00000167900
ENSP00000468556,ENSG00000167900
ENSP00000447522,ENSG00000139304
ENSP00000448844,ENSG00000139304
ENSP00000449133,ENSG00000139304
ENSP00000449526,ENSG00000139304
ENSP00000483259,ENSG00000139304
ENSP00000495607,ENSG00000139304
ENSP00000263368,ENSG00000090013
ENSP00000470619,ENSG00000090013
ENSP00000471720,ENSG00000090013
ENSP00000494515,ENSG00000090013
ENSP00000496337,ENSG00000090013
ENSP00000353719,ENSG00000185808
ENSP00000382049,ENSG00000185808
ENSP00000382053,ENSG00000185808
ENSP00000382054,ENSG00000185808
ENSP00000388372,ENSG00000185808
ENSP00000420037,ENSG00000185808
ENSP00000223026,ENSG00000106302
ENSP00000417186,ENSG00000106302
ENSP00000417872,ENSG00000106302
ENSP00000419522,ENSG00000106302
ENSP00000420264,ENSG00000106302
ENSP00000346144,ENSG00000114982
ENSP00000394476,ENSG00000114982
ENSP00000396749,ENSG00000114982
ENSP00000397994,ENSG00000114982
ENSP00000405988,ENSG00000114982
ENSP00000410775,ENSG00000114982
ENSP00000413229,ENSG00000114982
ENSP00000414426,ENSG00000114982
ENSP00000415041,ENSG00000114982
ENSP00000415236,ENSG00000114982
ENSP00000415403,ENSG00000114982
ENSP00000473116,ENSG00000114982
ENSP00000499297,ENSG00000114982
ENSP00000499674,ENSG00000114982
ENSP00000296412,ENSG00000197894
ENSP00000421556,ENSG00000197894
ENSP00000422119,ENSG00000197894
ENSP00000424650,ENSG00000197894
ENSP00000427049,ENSG00000197894
ENSP00000487496,ENSG00000197894
ENSP00000382260,ENSG00000136267
ENSP00000384909,ENSG00000136267
ENSP00000385031,ENSG00000136267
ENSP00000385780,ENSG00000136267
ENSP00000386066,ENSG00000136267
ENSP00000405569,ENSG00000136267
ENSP00000390622,ENSG00000147535
ENSP00000392553,ENSG00000147535
ENSP00000414522,ENSG00000147535
ENSP00000431771,ENSG00000147535
ENSP00000432122,ENSG00000147535
ENSP00000434555,ENSG00000147535
ENSP00000434916,ENSG00000147535
ENSP00000437248,ENSG00000147535
ENSP00000312326,ENSG00000131471
ENSP00000464787,ENSG00000131471
ENSP00000465913,ENSG00000131471
ENSP00000468043,ENSG00000131471
ENSP00000468632,ENSG00000131471
ENSP00000477686,ENSG00000131471
ENSP00000484312,ENSG00000131471
ENSP00000382593,ENSG00000168137
ENSP00000383939,ENSG00000168137
ENSP00000384114,ENSG00000168137
ENSP00000385852,ENSG00000168137
ENSP00000393221,ENSG00000168137
ENSP00000395959,ENSG00000168137
ENSP00000397076,ENSG00000168137
ENSP00000399993,ENSG00000168137
ENSP00000401554,ENSG00000168137
ENSP00000499402,ENSG00000168137
ENSP00000499452,ENSG00000168137
ENSP00000499600,ENSG00000168137
ENSP00000499609,ENSG00000168137
ENSP00000499725,ENSG00000168137
ENSP00000506817,ENSG00000168137
ENSP00000506929,ENSG00000168137
ENSP00000506933,ENSG00000168137
ENSP00000507055,ENSG00000168137
ENSP00000507322,ENSG00000168137
ENSP00000507464,ENSG00000168137
ENSP00000507801,ENSG00000168137
ENSP00000507953,ENSG00000168137
ENSP00000507956,ENSG00000168137
ENSP00000318142,ENSG00000180549
ENSP00000303423,ENSG00000168522
ENSP00000432411,ENSG00000168522
ENSP00000432892,ENSG00000168522
ENSP00000434430,ENSG00000168522
ENSP00000435455,ENSG00000168522
ENSP00000436998,ENSG00000168522
ENSP00000437208,ENSG00000168522
ENSP00000473479,ENSG00000168522
ENSP00000316357,ENSG00000124486
ENSP00000367558,ENSG00000124486
ENSP00000515603,ENSG00000124486
ENSP00000515604,ENSG00000124486
ENSP00000515974,ENSG00000124486
ENSP00000515975,ENSG00000124486
ENSP00000515976,ENSG00000124486
ENSP00000515977,ENSG00000124486
ENSP00000515978,ENSG00000124486
ENSP00000515979,ENSG00000124486
ENSP00000515980,ENSG00000124486
ENSP00000515981,ENSG00000124486
ENSP00000325423,ENSG00000151689
ENSP00000376142,ENSG00000151689
ENSP00000387079,ENSG00000151689
ENSP00000391415,ENSG00000151689
ENSP00000392814,ENSG00000151689
ENSP00000395424,ENSG00000151689
ENSP00000404732,ENSG00000151689
ENSP00000409786,ENSG00000151689
ENSP00000410662,ENSG00000151689
ENSP00000412119,ENSG00000151689
ENSP00000415014,ENSG00000151689
ENSP00000320043,ENSG00000120992
ENSP00000344477,ENSG00000120992
ENSP00000427967,ENSG00000120992
ENSP00000428306,ENSG00000120992
ENSP00000428729,ENSG00000120992
ENSP00000430791,ENSG00000120992
ENSP00000482430,ENSG00000120992
ENSP00000484280,ENSG00000120992
ENSP00000326671,ENSG00000180638
ENSP00000338084,ENSG00000180638
ENSP00000391848,ENSG00000180638
ENSP00000458694,ENSG00000180638
ENSP00000362550,ENSG00000137200
ENSP00000393893,ENSG00000137200
ENSP00000414233,ENSG00000137200
ENSP00000432114,ENSG00000137200
ENSP00000362817,ENSG00000121769
ENSP00000473982,ENSG00000121769
ENSP00000474078,ENSG00000121769
ENSP00000256689,ENSG00000134294
ENSP00000449695,ENSG00000134294
ENSP00000450406,ENSG00000134294
ENSP00000482873,ENSG00000134294
ENSP00000358724,ENSG00000148834
ENSP00000358727,ENSG00000148834
ENSP00000405325,ENSG00000148834
ENSP00000406708,ENSG00000148834
ENSP00000441488,ENSG00000148834
ENSP00000376456,ENSG00000172318
ENSP00000352121,ENSG00000105851
ENSP00000392258,ENSG00000105851
ENSP00000417623,ENSG00000105851
ENSP00000419260,ENSG00000105851
ENSP00000293800,ENSG00000141485
ENSP00000370464,ENSG00000141485
ENSP00000406220,ENSG00000141485
ENSP00000459372,ENSG00000141485
ENSP00000460037,ENSG00000141485
ENSP00000460903,ENSG00000141485
ENSP00000461495,ENSG00000141485
ENSP00000461622,ENSG00000141485
ENSP00000272238,ENSG00000143882
ENSP00000371077,ENSG00000143882
ENSP00000489280,ENSG00000143882
ENSP00000497038,ENSG00000143882
ENSP00000340330,ENSG00000172977
ENSP00000344955,ENSG00000172977
ENSP00000366245,ENSG00000172977
ENSP00000431819,ENSG00000172977
ENSP00000434765,ENSG00000172977
ENSP00000434993,ENSG00000172977
ENSP00000435766,ENSG00000172977
ENSP00000435939,ENSG00000172977
ENSP00000436000,ENSG00000172977
ENSP00000436012,ENSG00000172977
ENSP00000436247,ENSG00000172977
ENSP00000358737,ENSG00000116459
ENSP00000420366,ENSG00000116459
ENSP00000216336,ENSG00000100448
ENSP00000357870,ENSG00000123505
ENSP00000357871,ENSG00000123505
ENSP00000357880,ENSG00000123505
ENSP00000389988,ENSG00000123505
ENSP00000433396,ENSG00000123505
ENSP00000500249,ENSG00000123505
ENSP00000502112,ENSG00000123505
ENSP00000311095,ENSG00000187048
ENSP00000360972,ENSG00000187048
ENSP00000476368,ENSG00000187048
ENSP00000476619,ENSG00000187048
ENSP00000476854,ENSG00000187048
ENSP00000476988,ENSG00000187048
ENSP00000477495,ENSG00000187048
ENSP00000346501,ENSG00000197713
ENSP00000352401,ENSG00000197713
ENSP00000386194,ENSG00000197713
ENSP00000389411,ENSG00000197713
ENSP00000392279,ENSG00000197713
ENSP00000394455,ENSG00000197713
ENSP00000397674,ENSG00000197713
ENSP00000400449,ENSG00000197713
ENSP00000401838,ENSG00000197713
ENSP00000402061,ENSG00000197713
ENSP00000403808,ENSG00000197713
ENSP00000405695,ENSG00000197713
ENSP00000411186,ENSG00000197713
ENSP00000411405,ENSG00000197713
ENSP00000412245,ENSG00000197713
ENSP00000416805,ENSG00000197713
ENSP00000423673,ENSG00000186010
ENSP00000465129,ENSG00000186010
ENSP00000467274,ENSG00000186010
ENSP00000468317,ENSG00000186010
ENSP00000476093,ENSG00000186010
ENSP00000258052,ENSG00000135587
ENSP00000399731,ENSG00000135587
ENSP00000265016,ENSG00000109743
ENSP00000371783,ENSG00000109743
ENSP00000420925,ENSG00000109743
ENSP00000423357,ENSG00000109743
ENSP00000424761,ENSG00000109743
ENSP00000323549,ENSG00000164363
ENSP00000304006,ENSG00000168092
ENSP00000388742,ENSG00000168092
ENSP00000431365,ENSG00000168092
ENSP00000434951,ENSG00000168092
ENSP00000435289,ENSG00000168092
ENSP00000477508,ENSG00000128731
ENSP00000488879,ENSG00000128731
ENSP00000261609,ENSG00000128731
ENSP00000456237,ENSG00000128731
ENSP00000457745,ENSG00000128731
ENSP00000496936,ENSG00000128731
ENSP00000484177,ENSG00000128731
ENSP00000487606,ENSG00000128731
ENSP00000488506,ENSG00000128731
ENSP00000295962,ENSG00000163686
ENSP00000418209,ENSG00000163686
ENSP00000418934,ENSG00000163686
ENSP00000420315,ENSG00000163686
ENSP00000420408,ENSG00000163686
ENSP00000223366,ENSG00000106633
ENSP00000338009,ENSG00000106633
ENSP00000379142,ENSG00000106633
ENSP00000384247,ENSG00000106633
ENSP00000402840,ENSG00000106633
ENSP00000482149,ENSG00000106633
ENSP00000499852,ENSG00000106633
ENSP00000500264,ENSG00000106633
ENSP00000376948,ENSG00000140090
ENSP00000431840,ENSG00000140090
ENSP00000432464,ENSG00000140090
ENSP00000433302,ENSG00000140090
ENSP00000452099,ENSG00000140090
ENSP00000502715,ENSG00000140090
ENSP00000198801,ENSG00000166391
ENSP00000436283,ENSG00000166391
ENSP00000436537,ENSG00000166391
ENSP00000360541,ENSG00000157184
ENSP00000489631,ENSG00000157184
ENSP00000489756,ENSG00000157184
ENSP00000489757,ENSG00000157184
ENSP00000490042,ENSG00000157184
ENSP00000490066,ENSG00000157184
ENSP00000490399,ENSG00000157184
ENSP00000490492,ENSG00000157184
ENSP00000490867,ENSG00000157184
ENSP00000228936,ENSG00000111339
ENSP00000405689,ENSG00000111339
ENSP00000412735,ENSG00000111339
ENSP00000442877,ENSG00000111339
ENSP00000362112,ENSG00000204084
ENSP00000362115,ENSG00000204084
ENSP00000362117,ENSG00000204084
ENSP00000362118,ENSG00000204084
ENSP00000388253,ENSG00000204310
ENSP00000392083,ENSG00000204310
ENSP00000401410,ENSG00000204310
ENSP00000405565,ENSG00000204310
ENSP00000405864,ENSG00000204310
ENSP00000410831,ENSG00000204310
ENSP00000337463,ENSG00000204310
ENSP00000364245,ENSG00000204310
ENSP00000364248,ENSG00000204310
ENSP00000378874,ENSG00000204310
ENSP00000378875,ENSG00000204310
ENSP00000378877,ENSG00000204310
ENSP00000392820,ENSG00000204310
ENSP00000395863,ENSG00000204310
ENSP00000397765,ENSG00000204310
ENSP00000398016,ENSG00000204310
ENSP00000407189,ENSG00000204310
ENSP00000408842,ENSG00000204310
ENSP00000387738,ENSG00000204310
